Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
28,69,34.44,647,4097,0,0,1,1,0,34.370378,-118.504118,0,45.55,0,0,0,4,0,0,1,0,0,1,30742,0,1,0,0,1,0,10,402.6,0,344.4,0.0,747.0,1,1,195,1
41,25,31.73,842,3696,0,1,0,1,2,36.600193,-120.153393,1,89.45,0,0,1,0,1,0,1,1,1,1,4318,0,3,0,0,0,1,16,1430.25,0,507.68,0.0,1937.93,0,1,794,1
74,6,39.12,873,3802,0,0,1,1,2,38.394091,-122.739814,0,89.55,0,0,0,0,0,0,1,0,2,1,30876,0,1,1,1,1,1,43,3856.75,0,1682.16,0.0,5538.91,0,1,1200,1
32,18,11.57,966,6016,1,0,1,1,2,33.507255,-117.029473,1,89.7,1,0,2,1,1,0,1,1,0,1,46171,0,3,0,0,0,1,72,6588.95,0,833.04,0.0,7421.99,0,1,510,0
74,25,46.65,541,2868,2,1,0,1,2,34.108833,-118.229715,0,73.85,0,0,0,0,0,0,0,0,0,1,47534,0,4,1,0,0,0,3,196.4,0,139.95,0.0,336.35,0,1,53,0
61,20,7.56,649,5948,0,1,1,1,2,33.601309,-117.902304,0,101.3,0,0,0,0,1,0,0,0,1,1,4242,0,3,0,1,1,1,18,1794.65,0,136.08,0.0,1930.73,0,1,536,0
37,16,38.98,841,5666,1,1,1,1,2,33.796568,-116.924723,1,105.4,1,2,0,1,1,0,1,1,0,1,21349,0,5,0,1,1,1,67,6989.45,0,2611.66,0.0,9601.11,0,1,503,0
57,12,0.0,48,4568,0,0,0,1,1,38.99003,-121.114408,1,51.2,0,2,1,0,0,0,0,1,1,0,18197,1,3,0,1,1,1,30,1561.5,0,0.0,0.0,1561.5,0,1,1300,1
37,52,8.39,23,5661,2,1,0,1,1,33.818,-117.974404,1,85.1,1,3,1,0,0,1,1,1,0,1,81333,1,3,0,1,1,1,55,4657.95,0,461.45,0.0,5119.4,0,1,561,0
24,47,29.58,56,5841,2,1,1,1,1,35.16207,-119.194488,0,86.7,0,0,0,0,1,1,1,0,0,1,20440,1,3,0,1,1,1,63,5309.5,0,1863.54,0.0,7173.04,1,1,684,0
57,5,38.21,352,5556,1,1,0,1,1,33.90139,-118.315697,0,79.85,0,0,0,0,0,1,1,0,0,1,26442,1,4,0,1,1,1,41,3320.75,0,1566.61,0.0,4887.36,0,1,75,0
34,17,35.55,776,5477,2,1,1,1,1,38.591134,-121.161585,1,59.5,1,0,9,2,1,0,0,1,1,1,299,0,5,0,0,0,0,56,3389.25,0,1990.8,0.0,5380.05,0,1,1390,0
31,11,3.97,144,4796,0,0,1,1,1,32.673483,-116.472863,0,49.8,1,0,0,0,0,0,1,0,1,1,3133,0,4,0,0,0,0,1,49.8,0,3.97,0.0,53.77,0,1,285,0
69,25,9.9,959,4389,1,1,1,1,2,39.24124,-120.054765,0,110.9,1,0,0,0,1,0,0,0,1,1,678,1,3,1,1,0,1,66,7432.05,0,653.4,0.0,8085.45,0,1,1592,1
33,19,40.22,535,2563,0,0,0,1,2,33.823943,-118.111335,1,80.9,0,1,7,0,0,0,1,1,0,1,37417,0,5,0,1,1,0,14,1152.8,0,563.08,0.0,1715.88,0,1,153,0
73,0,35.14,820,5443,1,0,1,0,3,38.660442,-121.346321,1,19.5,0,1,8,0,0,0,0,1,0,1,20993,0,3,1,0,0,0,68,1193.55,0,2389.52,0.0,3583.07,0,0,1420,0
35,21,28.19,256,2166,0,0,1,1,0,38.24458,-122.956268,0,50.25,0,0,0,0,0,0,1,0,1,1,330,1,3,0,0,0,0,3,152.3,0,84.57,0.0,236.87,0,1,1011,0
56,0,3.6,888,3428,1,0,0,0,3,36.527243,-118.594938,1,26.8,1,0,10,0,0,0,1,1,1,1,56,0,5,0,0,0,0,25,733.55,0,90.0,0.0,823.55,0,0,659,0
59,13,32.5,1061,4905,2,0,0,1,2,38.527297,-122.810044,1,97.2,0,0,6,0,0,1,1,1,0,1,23701,1,4,0,1,1,1,60,5611.75,0,1950.0,0.0,7561.75,0,1,1254,0
43,0,44.86,656,4408,2,0,0,0,3,35.478736,-115.516984,1,19.9,0,0,6,0,0,0,0,1,0,1,162,0,5,0,0,0,0,57,1115.6,0,2557.02,0.0,3672.62,0,0,452,0
38,9,12.16,844,5928,0,1,0,1,1,36.810568,-121.503022,1,81.25,0,0,4,0,0,1,0,1,0,1,3402,1,3,0,1,1,1,7,580.1,0,85.12,47.36,617.86,0,1,1058,0
75,29,40.45,74,5906,0,1,1,1,2,37.871416,-122.246597,0,100.6,1,0,0,5,0,0,1,0,0,1,21205,0,1,1,1,0,1,8,819.4,0,323.6,0.0,1143.0,0,1,990,1
26,59,5.16,916,3722,0,1,0,1,2,38.25485,-122.461799,0,99.95,0,0,0,0,0,0,1,0,2,1,34314,1,2,0,1,1,1,6,547.65,0,30.96,0.0,578.61,1,1,1249,1
77,17,35.11,541,4412,1,1,0,1,2,34.099869,-118.326843,1,104.4,1,0,1,0,1,0,1,1,1,1,30568,0,1,1,1,0,1,61,6405.0,0,2141.71,0.0,8546.71,0,1,24,1
65,3,34.66,815,2016,0,1,1,1,2,38.759751,-121.288545,1,101.95,1,0,2,0,0,0,1,1,0,1,30614,0,1,1,1,1,1,7,700.85,0,242.62,0.0,943.47,0,1,1360,1
67,25,16.82,988,5092,2,1,1,1,2,41.081847,-122.700545,1,104.1,0,2,4,0,0,1,1,1,1,1,734,1,3,1,1,0,1,72,7447.7,40,1211.04,0.0,8698.74,0,0,1552,0
19,59,4.19,851,2721,0,1,0,1,2,34.122671,-118.112911,1,105.35,1,3,6,4,1,0,1,1,0,1,13158,0,3,0,1,1,1,15,1559.25,0,62.85,0.0,1622.1,1,1,176,0
62,0,41.93,215,2878,0,0,0,0,3,39.913777,-122.289984,0,19.65,0,0,0,0,0,0,1,0,1,1,13840,0,3,0,0,0,0,5,92.05,0,209.65,0.0,301.7,0,0,1505,0
74,10,14.78,863,3155,2,0,1,1,1,33.766004,-117.786763,0,59.6,1,0,0,0,1,0,0,0,0,1,44117,1,3,1,0,0,0,47,2754.0,0,694.66,0.0,3448.66,0,1,553,0
19,51,40.32,406,2626,0,0,0,1,0,34.757783,-117.33997,0,44.95,0,0,0,0,0,0,0,0,0,1,4948,0,5,0,0,0,0,46,2168.9,0,1854.72,0.0,4023.62,1,1,442,0
79,6,5.14,815,6161,1,1,1,1,1,38.784329,-121.373245,0,65.25,0,0,0,2,0,0,0,0,0,1,25418,1,4,1,1,0,0,54,3529.95,0,277.56,33.07,3774.44,0,1,1392,0
53,0,16.72,896,4451,1,0,0,0,3,34.147149,-118.463365,0,19.35,0,0,0,4,0,0,1,0,0,1,22085,0,5,0,0,0,0,12,219.35,0,200.64,0.0,419.99,0,0,220,0
61,0,22.97,994,4204,0,0,1,0,3,37.529656,-120.854357,0,20.05,0,0,0,0,0,0,0,0,1,1,24708,0,3,0,0,0,0,18,358.5,0,413.46,0.0,771.96,0,0,1191,0
34,0,26.11,749,3971,1,0,1,0,3,40.367964,-122.937379,1,20.55,0,0,6,0,0,0,1,1,1,1,215,0,5,0,0,0,0,11,184.95,0,287.21,0.0,472.16,0,0,1544,0
50,25,22.86,476,4154,0,0,1,1,2,33.940619,-117.9513,0,69.8,0,0,0,0,0,0,1,0,0,1,67354,0,2,0,0,0,0,1,69.8,10,22.86,0.0,102.66,0,0,120,1
73,21,6.25,623,2233,0,0,1,1,2,37.161544,-121.649371,1,94.45,1,0,1,0,0,0,1,1,0,1,41707,0,1,1,1,0,1,29,2653.65,0,181.25,0.0,2834.9,0,1,1054,1
61,21,48.69,518,3142,0,1,1,1,2,38.922812,-121.312005,1,104.1,1,0,2,2,1,0,1,1,0,1,15286,0,5,0,1,1,1,47,5135.15,0,2288.43,0.0,7423.58,0,1,1337,0
52,8,44.67,562,6043,0,0,1,1,2,37.550074,-118.837167,0,80.65,1,0,0,0,0,0,0,0,0,1,8217,1,5,0,0,0,0,58,4807.35,0,2590.86,0.0,7398.21,0,1,741,0
21,73,36.05,622,4842,0,1,1,1,2,33.907361,-117.109972,0,106.45,1,0,0,2,0,1,1,0,0,1,12743,0,3,0,1,1,1,61,6300.15,0,2199.05,0.0,8499.2,1,1,494,0
47,7,0.0,175,2510,0,1,0,1,1,35.511833,-120.918713,0,50.35,0,0,0,0,0,0,1,0,1,0,3220,0,5,0,1,1,1,26,1277.5,0,0.0,0.0,1277.5,0,1,697,0
47,19,24.08,858,4004,2,1,1,1,2,38.018065,-122.546024,1,111.95,0,1,9,0,1,1,0,1,0,1,28403,1,3,0,1,1,1,72,8033.1,0,1733.76,0.0,9766.86,0,1,1003,0
38,4,11.3,21,5640,0,0,1,1,2,38.431407,-120.8421,1,79.95,0,0,1,0,0,0,1,1,0,1,222,0,1,0,0,0,1,10,857.2,0,113.0,0.0,970.2,0,1,1299,1
28,0,42.49,608,5267,2,0,0,0,3,37.672906,-120.946594,1,20.2,0,2,5,0,0,0,0,1,0,1,47613,0,5,0,0,0,0,69,1412.65,0,2931.81,0.0,4344.46,1,0,1173,0
32,26,17.87,1007,5590,0,0,0,1,0,38.093701,-122.276589,0,66.1,1,0,0,0,0,1,1,0,0,1,159,0,3,0,1,1,0,29,1912.15,0,518.23,0.0,2430.38,0,1,969,0
41,28,31.09,274,5123,0,1,0,1,2,39.607831,-121.777959,1,98.15,1,1,6,0,1,1,0,1,0,1,3524,0,4,0,1,1,0,52,4993.4,0,1616.68,0.0,6610.08,0,1,1445,0
50,0,15.04,305,5409,2,0,0,0,3,40.796621,-124.15428,1,25.0,1,2,1,0,0,0,0,1,1,1,23224,0,4,0,0,0,0,11,300.7,0,165.44,0.0,466.14,0,0,1258,0
24,26,32.93,407,5037,1,0,1,1,1,33.734933,-117.044145,1,70.15,1,0,5,0,1,0,1,1,1,1,25694,1,4,0,1,1,0,64,4480.7,0,2107.52,0.0,6588.22,1,1,489,0
51,3,22.56,843,2876,0,0,0,1,0,37.424655,-121.74841,0,50.65,1,0,0,5,0,0,1,0,2,1,40568,0,1,0,0,0,0,3,151.3,0,67.68,0.0,218.98,0,1,1090,1
27,59,14.96,838,2010,0,0,1,1,2,34.114772,-118.089431,0,73.75,1,1,0,4,0,0,1,0,1,1,23444,0,3,0,0,1,0,12,871.4,0,179.52,0.0,1050.92,1,1,271,1
35,16,40.35,345,4780,2,0,0,1,2,37.027663,-119.69056,1,106.7,1,2,3,1,0,1,0,1,1,1,1125,1,3,0,1,1,1,67,7009.5,0,2703.45,0.0,9712.95,0,1,772,0
46,7,36.65,441,4669,1,0,0,1,1,33.720359,-117.733655,1,70.1,0,0,1,2,0,1,1,1,0,1,2762,0,1,0,1,1,1,57,3913.3,0,2089.05,0.0,6002.35,0,1,513,1
56,22,6.99,162,3347,0,1,1,1,2,39.227434,-120.091806,1,90.35,0,0,4,0,0,0,1,1,0,1,1943,1,3,0,1,1,0,37,3419.3,150,258.63,0.0,3827.93,0,0,1586,0
63,0,29.1,348,4840,0,0,1,0,3,38.274451,-121.259201,0,19.85,0,2,0,0,0,0,0,0,1,1,24194,0,3,0,0,0,0,1,19.85,0,29.1,0.0,48.95,0,0,1324,0
22,27,31.03,541,2318,0,0,0,1,2,34.061918,-118.277939,0,85.45,1,0,0,0,0,0,1,0,1,1,44004,0,1,0,1,1,0,1,85.45,0,31.03,0.0,116.48,1,1,46,1
80,20,4.14,956,5397,0,0,0,1,2,34.321621,-118.399841,0,85.7,0,0,0,0,1,1,1,0,0,1,81986,1,4,1,0,0,0,45,3778.1,50,186.3,0.0,4014.4,0,0,202,0
51,13,24.95,561,4700,2,1,1,1,2,34.037037,-118.705803,1,114.45,1,1,0,1,1,1,0,1,0,1,11,1,3,0,1,1,1,72,8100.55,0,1796.4,0.0,9896.95,0,1,81,0
49,24,0.0,357,5671,2,1,1,1,0,38.731771,-123.064272,1,53.7,0,2,2,4,1,1,0,1,1,0,2349,1,3,0,1,1,0,10,521.0,0,0.0,22.97,498.03,0,1,1220,0
40,0,13.85,487,3075,0,0,1,0,3,33.570023,-117.773669,0,19.65,0,0,0,5,0,0,1,0,0,1,25206,0,3,0,0,0,0,1,19.65,0,13.85,0.0,33.5,0,0,530,0
64,26,37.68,678,3463,0,0,1,1,2,32.698964,-115.886656,1,70.65,0,2,1,0,0,0,1,1,1,1,471,0,1,0,0,0,0,1,70.65,0,37.68,0.0,108.33,0,1,400,1
74,16,41.8,467,4438,2,1,0,1,2,41.572813,-124.035011,0,89.6,1,0,0,2,0,0,1,0,0,1,1215,0,4,1,1,1,0,63,5538.8,0,2633.4,0.0,8172.2,0,1,1275,0
27,0,12.39,62,4905,0,0,0,0,3,37.458367,-119.345011,0,20.9,0,0,0,0,0,0,1,0,1,1,613,0,5,0,0,0,0,10,247.0,0,123.9,0.0,370.9,1,0,755,0
35,14,0.0,541,5463,0,1,0,1,1,34.072945,-118.37267,0,29.75,0,0,0,3,0,0,1,0,1,0,21739,0,5,0,0,0,0,28,790.7,0,0.0,0.0,790.7,0,1,43,0
60,0,1.69,674,4193,2,0,1,0,3,37.84551,-122.235181,0,20.65,0,0,0,0,0,0,0,0,0,1,15438,0,5,0,0,0,0,57,1125.6,0,96.33,0.0,1221.93,0,0,985,0
36,18,34.62,775,5570,1,0,1,1,2,33.215251,-116.53633,1,101.05,1,1,10,1,1,0,1,1,1,1,339,0,4,0,1,1,1,68,6770.5,0,2354.16,0.0,9124.66,0,1,332,0
32,30,39.52,210,3817,1,0,1,1,2,33.88151,-118.234451,1,78.9,1,0,8,2,1,0,1,1,0,1,47305,0,5,0,0,0,0,47,3650.35,0,1857.44,0.0,5507.79,0,1,64,0
33,20,34.76,552,4668,2,1,0,1,0,34.702766,-116.093376,0,66.5,0,0,0,0,0,0,0,0,1,1,23,1,5,0,1,1,0,42,2762.75,0,1459.92,0.0,4222.67,0,1,439,0
52,19,0.0,639,5100,0,0,0,1,1,32.67102,-117.095235,1,34.25,0,2,9,0,1,0,0,1,0,0,62355,1,5,0,0,0,0,5,163.55,0,0.0,0.0,163.55,0,1,301,0
52,0,49.95,780,4295,2,0,1,0,3,33.012751,-117.200617,0,25.0,1,3,0,0,0,0,0,0,1,1,7615,0,4,0,0,0,0,39,1004.35,0,1948.05,0.0,2952.4,0,0,333,0
67,25,17.62,837,2491,1,0,0,1,2,37.786031,-122.437301,0,75.4,0,0,0,0,0,1,1,0,0,1,33122,0,4,1,0,0,0,23,1643.55,80,405.26,0.0,2128.81,0,0,882,0
31,22,25.75,370,4718,0,0,0,1,2,34.291273,-118.505104,1,73.2,0,0,1,4,0,1,1,1,0,1,48867,0,2,0,0,0,0,19,1441.1,0,489.25,0.0,1930.35,0,1,204,1
37,23,20.45,56,5075,2,1,0,1,0,35.339796,-119.023552,0,67.4,0,0,0,0,1,1,0,0,0,1,44588,1,3,0,0,0,0,49,3306.85,0,1002.05,0.0,4308.9,0,1,678,0
53,0,2.32,77,3523,2,0,0,0,3,34.063947,-118.383001,0,19.85,0,0,0,0,0,0,1,0,1,1,8321,0,5,0,0,0,0,41,810.45,0,95.12,0.0,905.57,0,0,62,0
52,10,24.57,220,3880,0,0,0,1,0,33.645672,-117.922613,0,58.95,1,0,0,4,0,0,1,0,1,1,62069,0,4,0,1,1,0,11,601.6,70,270.27,0.0,941.87,0,0,523,0
54,4,22.56,558,2576,0,0,1,1,0,36.902954,-120.194274,1,101.3,1,0,1,2,1,0,1,1,0,1,28434,0,1,0,1,1,1,40,4113.1,0,902.4,0.0,5015.5,0,1,778,1
39,24,27.99,427,6424,2,1,0,1,2,33.723579,-118.005441,1,109.45,1,0,1,2,1,1,1,1,0,1,58764,0,1,0,1,1,1,58,6144.55,0,1623.42,0.0,7767.97,0,1,527,1
37,13,34.89,809,3422,0,0,0,1,0,33.994676,-117.372498,0,44.75,0,0,0,0,0,0,0,0,1,1,18999,0,5,0,0,0,0,3,148.05,10,104.67,0.0,262.72,0,0,474,0
20,48,40.99,484,5277,0,0,0,1,0,34.144703,-117.770299,0,64.6,1,0,0,0,0,0,0,0,0,1,35530,1,5,0,0,0,1,3,174.2,0,122.97,0.0,297.17,1,1,257,0
35,30,43.57,431,4053,1,1,1,1,1,40.557314,-124.081662,1,65.85,0,0,4,2,1,1,1,1,0,1,1201,1,3,0,0,0,0,60,3928.3,0,2614.2,0.0,6542.5,0,1,1274,0
51,75,48.73,503,5903,0,1,0,1,2,34.341737,-116.539416,1,75.3,0,3,6,4,0,0,1,1,1,1,2182,0,5,0,0,0,0,23,1702.9,0,1120.79,0.0,2823.69,0,1,417,0
65,0,30.14,669,2154,1,0,1,0,3,37.140104,-119.657092,0,20.05,0,0,0,5,0,0,0,0,0,1,173,0,5,1,0,0,0,5,94.15,0,150.7,0.0,244.85,0,0,783,0
32,26,0.0,526,5453,2,0,0,1,0,38.166791,-121.14207,1,48.7,0,2,6,2,1,1,0,1,0,0,3205,1,3,0,0,0,1,62,3008.55,120,0.0,0.0,3128.55,0,0,1122,0
79,21,6.59,897,5285,1,1,1,1,2,38.598936,-120.963092,0,101.45,0,0,0,3,1,0,1,0,0,1,24738,0,4,1,1,0,1,29,2948.6,60,191.11,0.0,3199.71,0,0,1362,0
67,21,18.67,588,5264,2,1,0,1,1,37.449551,-122.183762,1,92.2,1,0,1,1,1,1,1,1,0,1,39062,1,4,1,1,1,1,70,6474.45,0,1306.9,0.0,7781.35,0,1,849,0
65,26,16.04,433,3856,1,1,0,1,1,40.524535,-122.647172,0,69.1,1,0,0,0,0,0,1,0,1,1,911,1,3,1,1,1,0,46,3255.35,0,737.84,0.0,3993.19,0,1,1523,0
42,27,37.2,601,4283,0,1,0,1,2,37.441931,-121.878502,1,103.95,1,0,1,0,1,0,1,1,0,1,62848,0,2,0,1,1,1,69,7446.9,0,2566.8,0.0,10013.7,0,1,1053,1
45,28,38.81,671,5737,0,1,0,1,2,40.689243,-122.037023,1,83.8,0,0,0,0,1,0,0,1,0,1,829,1,1,0,0,0,0,23,1900.25,0,892.63,0.0,2792.88,0,1,1540,1
48,0,11.18,152,5063,2,0,0,0,3,38.681651,-122.130569,1,25.6,1,0,3,0,0,0,0,1,1,1,262,0,5,0,0,0,0,71,1888.25,0,793.78,0.0,2682.03,0,0,1304,0
24,30,48.64,74,4013,0,0,1,1,2,37.858898,-122.240512,1,74.65,1,0,8,0,0,0,1,1,0,1,12448,0,1,0,0,0,0,4,301.4,0,194.56,0.0,495.96,1,1,991,1
42,14,13.04,712,5042,1,1,1,1,1,39.69676,-121.644379,0,67.45,1,0,0,3,1,1,0,0,0,1,28318,1,3,0,0,0,0,37,2443.3,0,482.48,0.0,2925.78,0,1,1471,0
30,69,10.11,426,4584,0,0,0,1,2,36.807595,-118.901544,0,89.35,0,0,0,5,1,0,1,0,0,1,93,1,3,0,1,1,0,5,461.7,0,50.55,0.0,512.25,0,1,773,1
55,13,25.14,954,4676,2,0,0,1,2,39.172777,-121.805845,1,94.35,1,0,1,2,1,0,1,1,0,1,3193,1,5,0,1,1,0,61,5703.0,0,1533.54,29.88,7206.66,0,1,1481,0
30,82,15.06,237,5049,0,1,0,1,2,37.680844,-122.48131,1,101.35,1,0,10,2,0,0,1,1,0,1,63337,0,5,0,1,1,1,62,6164.7,0,933.72,0.0,7098.42,0,1,843,0
32,0,9.19,1072,3396,1,0,0,0,3,38.71967,-121.862416,0,19.95,0,0,0,0,0,0,0,0,2,1,38547,0,3,0,0,0,0,48,936.7,0,441.12,0.0,1377.82,0,0,1375,0
43,23,39.81,620,4739,0,0,0,1,2,34.312945,-118.858169,0,70.9,0,0,0,5,0,0,0,0,2,1,32984,0,1,0,0,0,0,1,70.9,0,39.81,0.0,110.71,0,1,599,1
42,2,34.98,654,5827,1,0,1,1,0,33.345825,-115.596574,0,65.4,0,0,0,2,0,1,0,0,0,1,2753,1,3,0,0,0,1,44,2774.55,0,1539.12,0.0,4313.67,0,1,398,0
64,0,8.54,962,2847,0,0,1,0,3,40.053684,-120.743116,0,19.6,0,0,0,4,0,0,0,0,1,1,513,0,4,0,0,0,0,14,300.4,0,119.56,0.0,419.96,0,0,1482,0
33,0,15.73,150,4075,0,0,1,0,3,34.422519,-118.420717,1,20.95,0,2,1,0,0,0,0,1,0,1,59259,0,3,0,0,0,0,11,267.35,0,173.03,18.17,422.21,0,0,207,0
78,21,17.51,219,4138,0,0,1,1,2,37.924014,-122.511694,1,80.3,1,0,1,0,0,1,1,1,0,1,9038,0,1,1,0,0,0,1,80.3,0,17.51,0.0,97.81,0,1,1009,1
24,0,27.75,299,5366,2,0,0,0,3,34.150354,-118.518292,1,19.4,0,2,8,0,0,0,0,1,1,1,27614,0,5,0,0,0,0,55,1083.0,0,1526.25,0.0,2609.25,1,0,193,0
20,0,27.88,918,3625,0,0,1,0,3,37.023669,-121.946461,0,19.65,0,0,0,0,0,0,0,0,0,1,9823,0,3,0,0,0,0,1,19.65,0,27.88,0.0,47.53,1,0,1069,0
75,9,0.0,555,5693,2,1,0,1,0,41.769709,-121.92063,0,53.5,0,0,0,2,1,0,1,0,0,0,816,0,3,1,1,0,1,65,3517.9,0,0.0,0.0,3517.9,0,1,1532,0
56,0,48.75,583,5154,2,0,0,0,3,39.937017,-121.058043,1,19.25,0,1,2,1,0,0,1,1,0,1,301,0,4,0,0,0,0,67,1372.9,0,3266.25,0.0,4639.15,0,0,1461,0
55,28,29.52,751,4093,0,0,1,1,2,38.833554,-121.498102,0,78.95,0,0,0,5,1,1,1,0,0,1,901,0,3,0,0,0,0,6,494.95,0,177.12,0.0,672.07,0,1,1352,0
42,0,48.61,824,2607,1,0,1,0,3,33.28156,-115.955541,0,19.35,0,0,0,0,0,0,0,0,0,1,799,0,3,0,0,0,0,39,779.2,0,1895.79,0.0,2674.99,0,0,410,0
39,20,49.41,698,4889,0,1,1,1,2,36.618337,-121.926417,1,91.45,1,0,0,0,0,0,1,1,0,1,15449,0,5,0,0,0,1,2,171.45,10,98.82,0.0,280.27,0,0,833,0
49,25,1.36,286,2414,0,0,1,1,2,34.079934,-118.046695,0,85.25,1,0,0,4,0,0,1,0,0,1,30211,0,2,0,0,0,1,20,1734.5,0,27.2,0.0,1761.7,0,1,246,1
37,4,3.84,837,4806,0,1,0,1,2,37.746699,-122.442833,0,81.15,0,0,0,0,1,0,1,0,0,1,27906,0,1,0,0,0,0,13,952.3,0,49.92,0.0,1002.22,0,1,893,1
48,16,15.07,395,5246,0,0,0,1,0,39.732767,-122.042298,0,46.0,0,0,0,0,0,0,1,0,2,1,1931,0,1,0,0,0,0,4,193.6,0,60.28,0.0,253.88,0,1,1457,1
58,9,15.6,286,4345,0,0,1,1,2,34.079934,-118.046695,0,92.0,0,0,0,5,0,0,1,0,0,1,30211,0,3,0,1,1,1,3,266.8,0,46.8,0.0,313.6,0,1,246,0
58,15,32.13,674,5082,0,0,0,1,2,37.803883,-122.208417,0,79.55,0,0,0,0,0,0,0,0,0,1,28900,0,2,0,0,0,1,1,79.55,10,32.13,0.0,121.68,0,0,975,1
37,16,0.0,310,4375,1,1,0,1,0,41.017282,-121.468945,1,35.4,0,2,1,2,0,1,0,1,1,0,1902,0,4,0,0,0,0,41,1412.4,0,0.0,0.0,1412.4,0,1,1511,0
61,6,10.36,148,2185,0,1,1,1,1,34.19829,-118.602203,0,75.95,0,0,0,0,0,1,1,0,0,1,23519,0,4,0,1,1,1,45,3273.8,0,466.2,0.0,3740.0,0,1,188,0
32,52,28.64,458,5735,2,0,0,1,2,38.419525,-122.521585,1,101.15,1,3,4,0,0,1,1,1,0,1,1653,0,3,0,1,1,1,62,6638.35,30,1775.68,0.0,8444.03,0,0,1230,0
63,20,44.36,587,3653,0,1,1,1,2,33.653338,-117.178271,0,86.05,0,0,0,0,0,0,0,0,0,1,14068,0,5,0,1,1,0,4,308.1,0,177.44,0.0,485.54,0,1,504,0
19,52,38.81,1037,4056,0,0,0,1,2,40.310119,-123.909449,0,70.7,0,0,0,0,0,0,1,0,1,1,270,0,3,0,0,1,0,1,70.7,0,38.81,0.0,109.51,1,1,1294,0
43,0,33.92,698,5555,0,0,0,0,3,36.618337,-121.926417,0,20.05,0,0,0,4,0,0,1,0,1,1,15449,0,5,0,0,0,0,22,470.2,0,746.24,0.0,1216.44,0,0,833,0
74,11,0.0,253,5322,1,1,1,1,0,33.832799,-116.250973,0,54.6,0,0,0,3,0,0,1,0,0,0,5529,1,4,1,1,0,1,33,1803.7,0,0.0,0.0,1803.7,0,1,389,0
73,0,14.69,294,6388,2,0,1,0,3,38.349195,-121.902943,0,25.1,1,0,0,0,0,0,0,0,1,1,171,0,3,1,0,0,0,67,1672.15,0,984.23,0.0,2656.38,0,0,1317,0
39,0,6.75,637,4118,2,0,0,0,3,40.267158,-123.805913,0,25.45,1,0,0,1,0,0,0,0,1,1,644,0,4,0,0,0,0,72,1866.45,0,486.0,0.0,2352.45,0,0,1281,0
21,82,38.32,686,2893,0,0,1,1,2,33.787796,-117.875928,0,74.55,0,0,0,0,0,0,1,0,1,1,23172,1,3,0,0,0,0,16,1170.5,0,613.12,0.0,1783.62,1,1,582,0
71,2,49.75,139,5720,1,1,0,1,2,34.227846,-119.079903,0,109.8,1,0,0,0,1,1,1,0,1,1,42853,0,3,1,1,0,1,44,4860.35,0,2189.0,0.0,7049.35,0,1,595,0
72,8,12.98,770,3583,2,0,1,1,2,37.007238,-119.505661,1,71.55,0,0,2,0,0,0,0,1,1,1,1314,0,3,1,0,0,0,34,2427.35,0,441.32,0.0,2868.67,0,1,788,0
31,8,0.0,541,4476,0,0,0,1,1,33.954017,-118.402447,0,34.7,0,0,0,5,0,0,1,0,0,0,39334,0,3,0,0,0,1,1,34.7,0,0.0,0.0,34.7,0,1,40,1
59,0,49.74,698,5403,0,0,1,0,3,36.618337,-121.926417,0,18.95,0,0,0,5,0,0,1,0,1,1,15449,0,3,0,0,0,0,9,185.6,0,447.66,0.0,633.26,0,0,833,1
73,19,17.19,296,3167,0,0,0,1,1,37.83726,-122.287648,0,55.0,1,0,0,4,0,0,0,0,1,1,24589,1,1,1,0,0,0,15,757.1,0,257.85,0.0,1014.95,0,1,980,1
29,0,43.57,541,5160,1,0,1,0,3,33.964131,-118.272783,1,18.8,0,0,9,0,0,0,0,1,2,1,58198,0,3,0,0,0,0,1,18.8,0,43.57,0.0,62.37,1,0,1,0
63,28,14.34,830,3336,0,0,0,1,2,34.084909,-117.258107,1,86.15,1,0,1,0,0,0,0,1,1,1,12149,0,2,0,1,1,0,33,2745.7,0,473.22,0.0,3218.92,0,1,471,1
20,59,46.68,479,3161,1,0,0,1,1,32.759327,-116.99726,0,55.15,0,0,0,4,0,1,0,0,1,1,44652,1,4,0,0,1,0,13,742.9,0,606.84,0.0,1349.74,1,1,297,0
52,0,25.86,35,6186,2,0,0,0,3,38.982373,-122.047751,1,20.5,0,2,10,0,0,0,0,1,1,1,4796,0,4,0,0,0,0,58,1191.4,0,1499.88,36.92,2654.36,0,0,1427,0
53,18,3.2,535,2613,0,0,0,1,0,33.783047,-118.1486,1,58.6,0,0,8,0,1,0,1,1,0,1,43467,0,4,0,0,0,1,47,2723.4,0,150.4,0.0,2873.8,0,1,149,0
77,2,5.51,1019,4240,2,0,1,1,2,39.955164,-122.018567,1,84.8,0,0,7,0,1,1,1,1,1,1,439,1,4,1,0,0,0,72,6141.65,0,396.72,0.0,6538.37,0,1,1553,0
